Trip/Eats ID,Transaction Timestamp (UTC),Request Date (UTC),Request Time (UTC),Request Date (Local),Request Time (Local),Drop-off Date (UTC),Drop-off Time (UTC),Drop-off Date (Local),Drop-off Time (Local),Request Timezone Offset from UTC,First Name,Last Name,Email,employee name ,Employee ID,Service,City,Distance (mi),Duration (min),PICKUP ZIP,DROP OFF ZIP,Expense Code,Program,Group,Payment Method,Transaction Type,Fare in Local Currency (excl. Taxes),Taxes in Local Currency,Tip in Local Currency,Transaction Amount in Local Currency (incl. Taxes),Local Currency Code,Fare in USD (excl. Taxes),Taxes in USD,Tip in USD,Transaction Amount in USD (incl. Taxes),"Estimated Service and Technology Fee (incl. Taxes, if any) in USD"
ad1d9958-dbfa-4e3d-9024-54e877286299,6/7/19 13:47,6/7/19,1:33PM,6/7/19,9:33AM,6/7/19,1:46PM,6/7/19,9:46AM,-05:00,Blade,Employee29,Employee29@blyblade.com,Justin_Meltzer,--,Travel | UberX,New York City,1.88,9,"10014, USA","10001, USA",EXP8,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,10.3,0,0,10.3,USD,10.3,0,0,10.3,1.03
633a3b8c-2166-4662-93f8-364fcdf9ff5b,6/7/19 13:51,6/7/19,1:13PM,6/7/19,9:13AM,6/7/19,1:51PM,6/7/19,9:51AM,-05:00,Blade,Employee30,Employee30@blyblade.com,Sabrina_Kogut,--,Travel | UberX,New York City,3.05,32,"10011, USA","10016, USA",EXP5,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,38.78,0,0,38.78,USD,38.78,0,0,38.78,3.88
255060b5-758f-46ce-8db8-725567547b33,6/7/19 14:09,6/7/19,1:32PM,6/7/19,9:32AM,6/7/19,2:09PM,6/7/19,10:09AM,-05:00,Blade,Employee1,Employee1@blyblade.com,Jake_Mirto,--,Travel | Premium SUV,NYC Suburbs,6.03,16,"11937, USA","11937, USA",EXP10,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,65.65,0,0,65.65,USD,65.65,0,0,65.65,6.57
5e1137d7-fefb-4f0e-ba44-d4a4618c50dc,6/7/19 16:03,6/7/19,2:59PM,6/7/19,10:59AM,6/7/19,4:03PM,6/7/19,12:03PM,-05:00,Blade,Employee8,Employee8@blyblade.com,--_--,--,Travel | UberX Diamond,New York City,34.37,60,"10016, USA","11430, USA",EXP7,CORP - Employee Rides,--,Monthly Billing,Fare,103.73,0,0,103.73,USD,103.73,0,0,103.73,10.37
5e1137d7-fefb-4f0e-ba44-d4a4618c50dc,6/7/19 16:08,6/7/19,2:59PM,6/7/19,10:59AM,6/7/19,4:03PM,6/7/19,12:03PM,-05:00,Blade,Employee8,Employee8@blyblade.com,--_--,--,Travel | UberX Diamond,New York City,34.37,60,"10016, USA","11430, USA",EXP7,CORP - Employee Rides,--,Monthly Billing,Adjustment,-44.66,0,0,-44.66,USD,-44.66,0,0,-44.66,-10.37
11e257cb-6147-4984-b5b2-f2cd01d09f8b,6/7/19 16:17,6/7/19,3:10PM,6/7/19,11:10AM,6/7/19,4:17PM,6/7/19,12:17PM,-05:00,Blade,Employee15,Employee15@blyblade.com,Jess_Rooney,--,Travel | UberX Diamond,New York City,17.13,58,"10004, USA","07608, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,86.92,0,0,86.92,USD,86.92,0,0,86.92,8.69
995cf039-21aa-532d-bc7a-21f3093f3ffe,6/7/19 16:19,6/7/19,4:08PM,6/7/19,12:08PM,6/7/19,4:19PM,6/7/19,12:19PM,-05:00,Blade,Employee20,Employee20@blyblade.com,Conner_Clay,--,Eats,New York City,0.58,11,"10010, USA","10010, USA",--,Blade - Lunch Policy,BLADE - CORP,Monthly Billing,Fare,18.59,0,0,18.59,USD,18.59,0,0,18.59,1.86
0c59e822-0e7e-4702-93ea-1a51015d7458,6/7/19 16:23,6/7/19,4:04PM,6/7/19,12:04PM,6/7/19,4:23PM,6/7/19,12:23PM,-05:00,Blade,Employee28,Employee28@blyblade.com,Tony_Conte,--,Travel | Black SUV,New York City,3.89,14,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,51.5,0,0,51.5,USD,51.5,0,0,51.5,5.15
4a6640e1-fdb2-4ca1-9e4f-03c28592b0a7,6/7/19 16:47,6/7/19,4:17PM,6/7/19,12:17PM,6/7/19,4:46PM,6/7/19,12:46PM,-05:00,Blade,Employee12,Employee12@blyblade.com,Lysane_Sanchez,--,Travel | Black SUV,New York City,5.3,18,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,78.8,0,0,78.8,USD,78.8,0,0,78.8,7.88
54c974b3-0e77-403d-b502-6043005f6710,6/7/19 16:55,6/7/19,4:22PM,6/7/19,12:22PM,6/7/19,4:55PM,6/7/19,12:55PM,-05:00,Blade,Employee22,Employee22@blyblade.com,Lee_Gold,--,Travel | Black,New York City,2.1,16,"10016, USA","10003, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,41.72,0,0,41.72,USD,41.72,0,0,41.72,4.17
54c974b3-0e77-403d-b502-6043005f6710,6/7/19 16:55,6/7/19,4:22PM,6/7/19,12:22PM,6/7/19,4:55PM,6/7/19,12:55PM,-05:00,Blade,Employee22,Employee22@blyblade.com,Lee_Gold,--,Travel | Black,New York City,2.1,16,"10016, USA","10003, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Tip,0,0,10.25,10.25,USD,0,0,10.25,10.25,0
faa49f35-01d0-40c2-85b5-c4e06e165691,6/7/19 17:31,6/7/19,4:54PM,6/7/19,12:54PM,6/7/19,5:31PM,6/7/19,1:31PM,-05:00,Blade,Employee5,Employee5@blyblade.com,Torey_McNeil,--,Travel | UberX Diamond,New York City,2.18,31,"10016, USA","10011, USA",EXP7,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,28.98,0,0,28.98,USD,28.98,0,0,28.98,2.9
92a90323-60fe-4089-a259-392c22d225a5,6/7/19 17:55,6/7/19,5:33PM,6/7/19,1:33PM,6/7/19,5:55PM,6/7/19,1:55PM,-05:00,Blade,Employee22,Employee22@blyblade.com,Lee_Gold,--,Travel | Black,New York City,1.96,17,"10003, USA","10016, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,29.3,0,0,29.3,USD,29.3,0,0,29.3,2.93
92a90323-60fe-4089-a259-392c22d225a5,6/7/19 17:58,6/7/19,5:33PM,6/7/19,1:33PM,6/7/19,5:55PM,6/7/19,1:55PM,-05:00,Blade,Employee22,Employee22@blyblade.com,Lee_Gold,--,Travel | Black,New York City,1.96,17,"10003, USA","10016, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Tip,0,0,7.5,7.5,USD,0,0,7.5,7.5,0
72708e7f-c8a9-4bf1-b622-e92112be3886,6/7/19 18:33,6/7/19,5:11PM,6/7/19,1:11PM,6/7/19,6:32PM,6/7/19,2:32PM,-05:00,Blade,Employee15,Employee15@blyblade.com,Jess_Rooney,--,Travel | UberX,New Jersey,17.32,66,"07608, USA","10004, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,50.89,0,0,50.89,USD,50.89,0,0,50.89,5.09
772bd28b-bcbc-4d63-bba5-8ebe10f00ffc,6/7/19 18:50,6/7/19,5:23PM,6/7/19,1:23PM,6/7/19,6:50PM,6/7/19,2:50PM,-05:00,Blade,Employee30,Employee30@blyblade.com,Sabrina_Kogut,--,Travel | UberX,New York City,39.66,85,"10011, USA","10604, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,141.33,0,0,141.33,USD,141.33,0,0,141.33,14.13
78dab124-1138-4adf-8182-256e3e8a5d92,6/7/19 21:49,6/7/19,7:58PM,6/7/19,3:58PM,6/7/19,9:49PM,6/7/19,5:49PM,-05:00,Blade,Employee30,Employee30@blyblade.com,Sabrina_Kogut,--,Travel | UberX,NYC Suburbs,41.48,95,"10604, USA","07608, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,90.28,0,0,90.28,USD,90.28,0,0,90.28,9.03
36577e11-f048-4716-88f7-814cd24b280d,6/7/19 21:53,6/7/19,8:36PM,6/7/19,4:36PM,6/7/19,9:53PM,6/7/19,5:53PM,-05:00,Blade,Employee2,Employee2@blyblade.com,Cal_Thompson,--,Travel | UberX Diamond,New Jersey,44.31,65,"07727, USA","08008, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,61.18,0,0,61.18,USD,61.18,0,0,61.18,6.12
721a6848-08ac-4371-8d82-1c22a022fef9,6/7/19 21:54,6/7/19,7:08PM,6/7/19,3:08PM,6/7/19,9:53PM,6/7/19,5:53PM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberX,New York City,16.99,144,"10016, USA","07114, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,112.71,0,0,112.71,USD,112.71,0,0,112.71,11.27
721a6848-08ac-4371-8d82-1c22a022fef9,6/7/19 21:55,6/7/19,7:08PM,6/7/19,3:08PM,6/7/19,9:53PM,6/7/19,5:53PM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberX,New York City,16.99,144,"10016, USA","07114, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Tip,0,0,22.69,22.69,USD,0,0,22.69,22.69,0
78dab124-1138-4adf-8182-256e3e8a5d92,6/7/19 22:11,6/7/19,7:58PM,6/7/19,3:58PM,6/7/19,9:49PM,6/7/19,5:49PM,-05:00,Blade,Employee30,Employee30@blyblade.com,Sabrina_Kogut,--,Travel | UberX,NYC Suburbs,41.48,95,"10604, USA","07608, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,17.2,0,0,17.2,USD,17.2,0,0,17.2,1.72
05e55cae-bc57-4d66-9835-8b2555789054,6/7/19 22:42,6/7/19,10:15PM,6/7/19,6:15PM,6/7/19,10:42PM,6/7/19,6:42PM,-05:00,Blade,Employee2,Employee2@blyblade.com,Cal_Thompson,--,Travel | Black SUV,New York City,6.36,26,"10004, USA","10023, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,90.09,0,0,90.09,USD,90.09,0,0,90.09,9.01
610b93b8-021d-4df5-bdcc-b0c9962d2b55,6/7/19 23:51,6/7/19,10:30PM,6/7/19,6:30PM,6/7/19,11:51PM,6/7/19,7:51PM,-05:00,Blade,Employee30,Employee30@blyblade.com,Sabrina_Kogut,--,Travel | UberX,New Jersey,14.45,71,"07608, USA","10013, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,48.21,0,0,48.21,USD,48.21,0,0,48.21,4.82
2e838537-42b6-43f1-91eb-0ac7c92028b4,6/8/19 0:58,6/8/19,12:37AM,6/7/19,8:37PM,6/8/19,12:58AM,6/7/19,8:58PM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberX,New York City,0.97,8,"10016, USA","10017, USA",EXP12,Late Night Rides,DEPT - OPS - NY,Monthly Billing,Fare,5.42,0,0,5.42,USD,5.42,0,0,5.42,0.54
2e838537-42b6-43f1-91eb-0ac7c92028b4,6/8/19 1:13,6/8/19,12:37AM,6/7/19,8:37PM,6/8/19,12:58AM,6/7/19,8:58PM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberX,New York City,0.97,8,"10016, USA","10017, USA",EXP12,Late Night Rides,DEPT - OPS - NY,Monthly Billing,Tip,0,0,3.08,3.08,USD,0,0,3.08,3.08,0
23fe73a9-aa80-4604-8788-9d54196ecade,6/8/19 1:28,6/8/19,12:47AM,6/7/19,8:47PM,6/8/19,1:28AM,6/7/19,9:28PM,-05:00,Blade,Employee17,Employee17@blyblade.com,Nate_Alexander,--,Travel | UberX,New York City,1.22,25,"10016, USA","10001, USA",EXP12,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,18.34,0,0,18.34,USD,18.34,0,0,18.34,1.83
613911ad-9d9b-4a95-9130-15e0db82b03c,6/8/19 1:35,6/8/19,1:30AM,6/7/19,9:30PM,--,--,--,--,-05:00,Blade,Employee5,Employee5@blyblade.com,Torey_McNeil,--,Travel | UberX Diamond,New York City,--,--,"10001, USA","10001, USA",EXP12,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,5.44,0,0,5.44,USD,5.44,0,0,5.44,0.54
4b55bc4f-f6d4-4243-9d4d-f3ca0729440f,6/8/19 1:37,6/8/19,1:19AM,6/7/19,9:19PM,6/8/19,1:37AM,6/7/19,9:37PM,-05:00,Blade,Employee7,Employee7@blyblade.com,Jack_Oneill,--,Travel | UberX,New York City,1.43,15,"10011, USA","10018, USA",EXP12,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,19.32,0,0,19.32,USD,19.32,0,0,19.32,1.93
31ed4778-1396-4da4-a3fb-97405d8495a7,6/8/19 1:41,6/8/19,1:22AM,6/7/19,9:22PM,6/8/19,1:41AM,6/7/19,9:41PM,-05:00,Blade,Employee2,Employee2@blyblade.com,Cal_Thompson,--,Travel | UberX Diamond,New York City,5.62,15,"10011, USA","10027, USA",EXP12,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,24.19,0,0,24.19,USD,24.19,0,0,24.19,2.42
015629c9-d3a6-4f58-8e8d-a225f33cd2ef,6/8/19 2:49,6/8/19,2:20AM,6/7/19,10:20PM,6/8/19,2:49AM,6/7/19,10:49PM,-05:00,Blade,Employee13,Employee13@blyblade.com,Evelyn_Pelczar,--,Travel | UberX Diamond,New York City,5.81,21,"10016, USA","11211, USA",EXP3,Late Night Rides,DEPT - CX,Monthly Billing,Fare,29.69,0,0,29.69,USD,29.69,0,0,29.69,2.97
e6bd2411-62c6-41ac-9d21-d631990c6548,6/8/19 3:07,6/8/19,2:32AM,6/7/19,10:32PM,6/8/19,3:07AM,6/7/19,11:07PM,-05:00,Blade,Employee31,Employee31@blyblade.com,Tori_Maisey,--,Travel | UberX Diamond,New York City,4.86,17,"10016, USA","10013, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,30.01,0,0,30.01,USD,30.01,0,0,30.01,3
9e1814ff-c5ed-40ab-b0e3-5c8001fd6c7d,6/8/19 3:09,6/8/19,2:44AM,6/7/19,10:44PM,6/8/19,3:09AM,6/7/19,11:09PM,-05:00,Blade,Employee18,Employee18@blyblade.com,Maryanne_Johnson,--,Travel | UberX Diamond,New York City,1.61,19,"10011, USA","10016, USA",EXP12,Late Night Rides,DEPT - CX,Monthly Billing,Fare,18.26,0,0,18.26,USD,18.26,0,0,18.26,1.83
1ae67fe4-62cf-4d17-bfb0-03d844d18e9b,6/8/19 3:12,6/8/19,2:19AM,6/7/19,10:19PM,6/8/19,3:11AM,6/7/19,11:11PM,-05:00,Blade,Employee32,Employee32@blyblade.com,AJ_Garber,--,Travel | UberX,New York City,3.36,42,"10016, USA","10018, USA",EXP12,CORP - Employee Rides,--,Monthly Billing,Fare,19.49,0,0,19.49,USD,19.49,0,0,19.49,1.95
5f03cc80-d36a-4de0-8c66-4d9d94674e7e,6/8/19 3:20,6/8/19,2:44AM,6/7/19,10:44PM,6/8/19,3:20AM,6/7/19,11:20PM,-05:00,Blade,Employee3,Employee3@blyblade.com,Esjona_Kadiu,--,Travel | UberX,New York City,11.52,30,"10011, USA","11214, USA",EXP12,Late Night Rides,DEPT - CX,Monthly Billing,Fare,55.37,0,0,55.37,USD,55.37,0,0,55.37,5.54
aceaf7a8-86b0-4ca0-a283-b70c864c2dbf,6/8/19 4:15,6/8/19,3:52AM,6/7/19,11:52PM,6/8/19,4:15AM,6/8/19,12:15AM,-05:00,Blade,Employee5,Employee5@blyblade.com,Torey_McNeil,--,Travel | UberX Diamond,New York City,2.82,18,"10011, USA","10016, USA",EXP7,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,22.42,0,0,22.42,USD,22.42,0,0,22.42,2.24
c46dbae6-9806-4237-9d96-5d7a128822d4,6/8/19 4:43,6/8/19,4:24AM,6/8/19,12:24AM,6/8/19,4:43AM,6/8/19,12:43AM,-05:00,Blade,Employee5,Employee5@blyblade.com,Torey_McNeil,--,Travel | UberX Diamond,New York City,2.2,17,"10016, USA","10001, USA",EXP12,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,22.59,0,0,22.59,USD,22.59,0,0,22.59,2.26
91b5496d-9dce-425f-abd8-8140f0dc3ecb,6/8/19 5:06,6/8/19,4:57AM,6/8/19,12:57AM,6/8/19,5:06AM,6/8/19,1:06AM,-05:00,Blade,Employee5,Employee5@blyblade.com,Torey_McNeil,--,Travel | UberX Diamond,New York City,0.71,4,"10011, USA","10001, USA",EXP5,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,11.29,0,0,11.29,USD,11.29,0,0,11.29,1.13
4d9710e0-7c9a-43bc-9016-8447c175963e,6/8/19 12:42,6/8/19,12:19PM,6/8/19,8:19AM,6/8/19,12:42PM,6/8/19,8:42AM,-05:00,Blade,Employee13,Employee13@blyblade.com,Evelyn_Pelczar,--,Travel | UberX Diamond,New York City,3.64,19,"11211, USA","10010, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,20.09,0,0,20.09,USD,20.09,0,0,20.09,2.01
7cfe50ee-e954-4c8b-85cf-c7def3a88372,6/8/19 13:40,6/8/19,1:15PM,6/8/19,9:15AM,6/8/19,1:40PM,6/8/19,9:40AM,-05:00,Blade,Employee31,Employee31@blyblade.com,Tori_Maisey,--,Travel | UberX Diamond,New York City,3.98,17,ted States,"10010, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,22.92,0,0,22.92,USD,22.92,0,0,22.92,2.29
4dd60053-13cd-48d3-babd-e9346a5e56d4,6/8/19 14:28,6/8/19,2:19PM,6/8/19,10:19AM,6/8/19,2:28PM,6/8/19,10:28AM,-05:00,Blade,Employee15,Employee15@blyblade.com,Jess_Rooney,--,Travel | UberX Diamond,New York City,1.14,5,ted States,"10004, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,7.73,0,0,7.73,USD,7.73,0,0,7.73,0.77
1639b811-87e6-4764-8725-7a2275a8ba4f,6/8/19 15:33,6/8/19,3:16PM,6/8/19,11:16AM,6/8/19,3:33PM,6/8/19,11:33AM,-05:00,Blade,Employee15,Employee15@blyblade.com,Jess_Rooney,--,Travel | UberX Diamond,New York City,4.06,11,"10004, USA","10016, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,19.44,0,0,19.44,USD,19.44,0,0,19.44,1.94
bdf9179a-ba5e-4329-b6be-bcb455689f54,6/8/19 18:05,6/8/19,5:48PM,6/8/19,1:48PM,--,--,--,--,-05:00,Blade,Employee25,Employee25@blyblade.com,Shyloh_Davonne Wilkinson,--,Travel | UberX Diamond,New York City,--,--,"10010, USA","10016, USA",EXP5,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,5.44,0,0,5.44,USD,5.44,0,0,5.44,0.54
8acbfcff-5840-4ea1-a9d6-7d47f7bdd30d,6/8/19 18:26,6/8/19,6:07PM,6/8/19,2:07PM,6/8/19,6:25PM,6/8/19,2:25PM,-05:00,Blade,Employee25,Employee25@blyblade.com,Shyloh_Davonne Wilkinson,--,Travel | UberX Diamond,New York City,5.26,15,"10016, USA","10004, USA",EXP5,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,25.93,0,0,25.93,USD,25.93,0,0,25.93,2.59
e475056f-3643-44a9-a7b3-4ae04e618de5,6/8/19 18:47,6/8/19,6:25PM,6/8/19,2:25PM,6/8/19,6:47PM,6/8/19,2:47PM,-05:00,Blade,Employee13,Employee13@blyblade.com,Evelyn_Pelczar,--,Travel | UberX Diamond,New York City,3.44,18,"11211, USA","10009, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,22.7,0,0,22.7,USD,22.7,0,0,22.7,2.27
7c7c95f4-ca97-46b7-92a8-386c1cc9afdb,6/9/19 4:11,6/9/19,3:51AM,6/8/19,11:51PM,6/9/19,4:11AM,6/9/19,12:11AM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberXL,Boston,3.23,10,"02554, USA","02554, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,20.98,0,0,20.98,USD,20.98,0,0,20.98,2.1
7c7c95f4-ca97-46b7-92a8-386c1cc9afdb,6/9/19 4:11,6/9/19,3:51AM,6/8/19,11:51PM,6/9/19,4:11AM,6/9/19,12:11AM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberXL,Boston,3.23,10,"02554, USA","02554, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Tip,0,0,15,15,USD,0,0,15,15,0
6e319ec9-cd24-4882-ab4c-ccffb4aebf67,6/9/19 17:01,6/9/19,4:40PM,6/9/19,12:40PM,6/9/19,5:01PM,6/9/19,1:01PM,-05:00,Blade,Employee31,Employee31@blyblade.com,Tori_Maisey,--,Travel | UberX,NYC Suburbs,2.3,8,"11937, USA","11975, USA",EXP3,CORP - Employee Rides,BLADE - CX + SR CX,Monthly Billing,Fare,17.8,0,0,17.8,USD,17.8,0,0,17.8,1.78
36088a4a-c95d-4e75-93cc-c4bc98f47e4d,6/9/19 17:49,6/9/19,5:43PM,6/9/19,1:43PM,--,--,--,--,-05:00,Blade,Employee16,Employee16@blyblade.com,Hunter_Senning,--,Travel | UberX,New Jersey,0.02,1,"07086, USA","07086, USA",EXP3,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,7.86,0,0,7.86,USD,7.86,0,0,7.86,0.79
d2e7dc4e-b78f-468e-9f9c-f2b063a291bf,6/9/19 18:14,6/9/19,5:49PM,6/9/19,1:49PM,6/9/19,6:14PM,6/9/19,2:14PM,-05:00,Blade,Employee16,Employee16@blyblade.com,Hunter_Senning,--,Travel | UberX,New Jersey,3.92,23,"07086, USA","10001, USA",EXP3,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,31.44,0,0,31.44,USD,31.44,0,0,31.44,3.14
0e9b0a65-14e1-4864-b7e0-c14877532fe2,6/9/19 18:29,6/9/19,6:12PM,6/9/19,2:12PM,6/9/19,6:29PM,6/9/19,2:29PM,-05:00,Blade,Employee6,Employee6@blyblade.com,Matthew_Brody,--,Travel | UberX,NYC Suburbs,5.29,12,"11937, USA","11975, USA",EXP7,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,25.35,0,0,25.35,USD,25.35,0,0,25.35,2.54
cbd41978-1402-44fe-a32e-a5ffbba55dbc,6/9/19 18:55,6/9/19,6:38PM,6/9/19,2:38PM,6/9/19,6:55PM,6/9/19,2:55PM,-05:00,Blade,Employee14,Employee14@blyblade.com,Bowie_Tam,--,Travel | Black SUV,New York City,1.78,7,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,30.34,0,0,30.34,USD,30.34,0,0,30.34,3.03
72eec0cc-053c-4e79-80c8-57d8504c819f,6/9/19 19:17,6/9/19,6:33PM,6/9/19,2:33PM,6/9/19,7:17PM,6/9/19,3:17PM,-05:00,Blade,Employee2,Employee2@blyblade.com,Cal_Thompson,--,Travel | Black SUV,New Jersey,2.46,16,"07114, USA","07114, USA",EXP9,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,37.73,0,0,37.73,USD,37.73,0,0,37.73,3.77
07696572-e4c7-4edd-8337-8068a31bb9e0,6/9/19 19:26,6/9/19,6:56PM,6/9/19,2:56PM,6/9/19,7:26PM,6/9/19,3:26PM,-05:00,Blade,Employee17,Employee17@blyblade.com,Nate_Alexander,--,Travel | UberX,NYC Suburbs,12.18,21,"11975, USA","11930, USA",EXP11,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,36.09,0,0,36.09,USD,36.09,0,0,36.09,3.61
1a6595a3-ed0d-4cf5-9723-9eedd9a2089b,6/9/19 19:26,6/9/19,7:01PM,6/9/19,3:01PM,6/9/19,7:26PM,6/9/19,3:26PM,-05:00,Blade,Employee14,Employee14@blyblade.com,Bowie_Tam,--,Travel | Black SUV,New York City,2.65,21,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,56.15,0,0,56.15,USD,56.15,0,0,56.15,5.62
1c254c48-8ac6-11e9-95d0-f8bc1219e310,6/9/19 19:32,6/9/19,6:05PM,6/9/19,2:05PM,6/9/19,7:32PM,6/9/19,3:32PM,-05:00,Blade,Employee15,Employee15@blyblade.com,Jess_Rooney,--,Travel | UberX,New York City,33.5,61,"10014, USA","10604, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,146.11,0,0,146.11,USD,146.11,0,0,146.11,14.61
7b46bf50-da9d-4874-86ea-5590c14f9a0d,6/9/19 20:17,6/9/19,7:49PM,6/9/19,3:49PM,6/9/19,8:16PM,6/9/19,4:16PM,-05:00,Blade,Employee17,Employee17@blyblade.com,Nate_Alexander,--,Travel | UberX,NYC Suburbs,12.18,24,"11930, USA","11975, USA",EXP5,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,36.08,0,0,36.08,USD,36.08,0,0,36.08,3.61
f10c96cb-f0ec-4a35-bd35-fdcede33aa8e,6/9/19 20:33,6/9/19,8:15PM,6/9/19,4:15PM,6/9/19,8:33PM,6/9/19,4:33PM,-05:00,Blade,Employee13,Employee13@blyblade.com,Evelyn_Pelczar,--,Travel | UberX Diamond,New York City,3.65,15,"11211, USA","10010, USA",EXP3,CORP - Employee Rides,DEPT - CX,Monthly Billing,Fare,21.9,0,0,21.9,USD,21.9,0,0,21.9,2.19
eead8dae-60c9-433f-bdfa-8c8aa9b65708,6/9/19 21:09,6/9/19,8:52PM,6/9/19,4:52PM,6/9/19,9:09PM,6/9/19,5:09PM,-05:00,Blade,Employee14,Employee14@blyblade.com,Bowie_Tam,--,Travel | Black SUV,New York City,3.81,12,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,48.34,0,0,48.34,USD,48.34,0,0,48.34,4.83
e8dd7552-843f-4875-910a-274d5c9bfde1,6/9/19 22:01,6/9/19,9:34PM,6/9/19,5:34PM,6/9/19,10:00PM,6/9/19,6:00PM,-05:00,Blade,Employee14,Employee14@blyblade.com,Bowie_Tam,--,Travel | Black SUV,New York City,4.46,14,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,54.33,0,0,54.33,USD,54.33,0,0,54.33,5.43
736e449a-3b08-45d9-818e-f694c2cfb4fc,6/9/19 22:42,6/9/19,10:19PM,6/9/19,6:19PM,6/9/19,10:42PM,6/9/19,6:42PM,-05:00,Blade,Employee14,Employee14@blyblade.com,Bowie_Tam,--,Travel | Black SUV,New York City,0,19,"11430, USA","11430, USA",EXP10,CORP - Employee Rides,DEPT - OPS - NY,Monthly Billing,Fare,41.08,0,0,41.08,USD,41.08,0,0,41.08,4.11
